,index,adjective,poem
10,0,intense,"Beneath the azure veil of Heaven's art,
In hushed whispers, bloom secrets impart.
Roses, vivid, chalice of the morn,
Midst velvet emeralds of dew adorned.

Life afoot, beneath perfumescape grand,
Wielding the chisel, Time's unseen hand.
Floral apostles of Aging's decree,
In bloom, a testament of eternity. 

In quiet riot, petal and bud,
Scribe tales in nectar and pollen-stud.
Oh! 'Tis a symphony of the heart,
An ode to life, in nature's art."
11,0,relaxed,"In soft embrace of dawn's sweet light,
In bloom, the roses, pure and bright,
Garden whispers secrets, unconfined,
A tranquil poem of nature signed.
Chorus of petals hymns delight,
In soft embrace of dawn's sweet light.

The mint leaf hums a fragrant tale,
Underneath the morning's veil,
And daisies dance in gentle mirth,
In hushed reverence of Earth.
Through every season, without fail,
Flowers bloom, a garden's tale."
12,0,emotional,"In the Garden's heart, so tender,
Blooms embrace Morning's dewy kiss.
Crimson roses, Beauty's surrender,
Whisper tales of tranquil bliss. 
Sad petals fall, yet Life commends,
In each demise, a start ascends.
Sweet, the sorrow Nature lends,
Blooming in Time that never ends."
13,0,rational,"In hushed seclusion, petals meet – a sight!
Beneath the sun, in bloom, they dance a jest,
Each blossom's hour, in silent hues recites, 
A tale of bountiful spring's colorful fest. 

A whispering wind sings of crimson and gold,
With honeyed scents, each note unfolds – expressed,
In silent language, each tale is told, 
Of nature's sublime, blooming conquest. 

Witness of time, the garden's heart conveyed,
A sonnet of love, in gentle fray,
Unwritten by man but by seasons swayed, 
Beckon sun's retreat, invite moon's array.

Rejoice, in this silent serenade's part,
Boundless, as the poet's own beating heart."
14,0,profound,"In silent bloom, a garden wakes, and finds,
Its heart in petal's blush, and sun-soaked rind.
An Eden wrought with hands not seen, yet felt,
Unfolds in whispers, life's grand truths to melt.

Sculptor Time, he reigns supreme,
Colours dreams in emerald green.
Bright shoots pierce the Earth's firm crust,
Reaching for the Heavens' trust.

Deep lies wisdom in the rose,
In bloom, the Universe exposed,
From nature's hush, profound conceit:
Life's cycle, cryptic, yet replete."
15,0,superficial,"In petals' theorem, bloom expands,
Quiet Bees their sermon planned.
Fruits in garments, lace adorned,
Speak in colors sunlight scorned.

Dreams of dew upon each face,
The Garden, time's sweetest embrace.
Mirrored in morning's silver bands,
In God's own hands, the earth expands."
16,0,expressive,"Beyond the garden's gate in dawn's soft light,
Petals unfurl in Crimson's sweet delight.
Beneath the fluttering, green-canopied bowers,
Life's amaranthine hues commence their hours.
Each bloom whispers in a quiet prose,
A secret, to the morning sun disclosed."
17,0,restrained,"In Garden's hush of vibrant morn -
Blossoms swell, in pastels born,
One by one, in silence greet,
The tickled dew on petals sweet.
Life unfolds in tranquil sight,
Underneath the morning light.
In hushed whispers, blooms impart,
Nature's soft, restrained art."
18,0,happy,"In Eden's sweetest corner found,
A burst of blossoms all around,
Their colors shimmer in delight,
Underneath the lantern light.

Sublime whispers in morning dew,
Life in bloom, a joyous view,
In this garden, hearts unbend,
Bliss begins and sorrows end.

The sun ascends, the day's begotten,
Such a sight, never forgotten,
The garden's tale, in silence spun,
A joyful dance, beneath the sun."
19,0,sad,"Blossoms blazing 'neath sorrow's bitter chants,
In this mournful garden of profound seclusion.
Petals seared by grief's relentless advance,
In colored sermons, confide mute solace.

Life anew, springs from Earth's somber heart,
Yet swift to fade as tender dreams depart."
20,1,formal,"Ode to the Vast Infinity

In night’s expanse where comets dance, 
Beyond the moon’s cold, silent stance,
Stars, like ancient light advance.
Thou art immeasurable, oh grand expanse!
Mankind in awe, in hypnotic trance,
Lost in thy vast and endless dance."
21,1,informal,"Ode to the Heavens

Microbe am I draining beer, 
Yet gazing at the night's frontier.  
Stars, like philosophers, enlighten nodes,
In that rambunctious, infinite code.
The Cosmos, mate, ain't nought but vast;
Space's enormity simply unsurpassed."
22,1,traditional,"Ode to the Infinite Sky

Through cosmos vast and galaxies unseen,
Star-speckled mystery, in silence scribed.
Eternity's veiled ballad writ serene,
In stilled expanse, of God's hand unbridled.
Much grandeur in unknown space inscribed,
Echoes of the divine, silenced, yet vivid."
23,1,modern,"Across vast Cosmos, silence dances free,
Empires of light shadow eternity.
In spectral maps, suns blaze with truth,
Seeking what we chase: our lost youth.
Betwixt black voids, a solitaire,
We ponder life, flee earthly despair."
24,1,serious,"In vacuum vast, starclad we trace,
Midnight's mantle, a sequin'd face,
A universe with quiet grace,
Stretches into the endless space,
We, ephemeral, in this place,
Ponder boundless cosmic embrace,
In obsidian's firm embrace,
Lost in this grand, silent expanse."
25,1,funny,"Of space, Auden said, immense and grand,
In galaxies where elephants stand!
Is it not queer in vast expanse,
Each star performs a dizzy dance?
Oh, cosmic ballet, twirls unplanned,
In socks of ether, universe spanned!"
26,1,romantic,"Upon the cosmic canvas, man's humble trace,
Deftly expanse of cold hollow, space.
Galaxies twirl, like your hair in delight,
Stars echo distant, our dormant midnight.
Even in void, your love is my place,
Infinite ardor betwixt endless space."
27,1,cynical,"In space, towards ne'er seen darkness dream we gaze,
Our hubris vast, 'neath cosmos multiply shrug.
Stars scintillating denounce our shallow days,
Infinity laughs at the human bug."
28,1,rhythmic,"In starlit theatre, vast and grand,
Where silence sits, time's golden sand.
Celestial bodies in gilded race, 
An endless waltz through boundless space.
Mankind, entranced, in smallness drowned,
In cosmic song - a profound sound."
29,1,free,"Ode to the Cosmos

Through veil of night, stars whisper in code,
Silent, profound, in their fiery abode.
Galactic dust dances, like Auden’s lode
To the eternal mysteries by Time bestowed,
Unfathomable vastness, our minds ever goad."
30,1,intense,"From the heart of man, a plea unto the heavens,
Boundless vast, silent silhouette of night.
In void, no heart can know its measure,
Galaxies of mystery, birth and death ignite.
Awake, awake, thou quiet creature,
Enigma of unending, endless flight."
31,1,relaxed,"In the lull of twilight, stars awaken,
Space, a canvas vast and unbroken.
Silent whispers of comets taken,
Endless tales by galaxies spoken.
Beyond our thoughts, where dreams hasten,
In finity's lap, we're but a token."
32,1,emotional,"In audacious Auden’s steady voice,
Stars strewn across velvet void rejoice.
Each silent cry is a storyteller’s choice,
A lonesome verse of sorrow, devoid of noise. 
Ode to the cosmos, space, endless expanse,
Thou art infinity's last stance."
33,1,rational,"Upon the vast celestial stage,
Infinity performs, age to age. 
Stars, like distant dreams, gleam high,
Galaxies swirl in the shadowy sky.
In this grand play, planets roam,
Space, a mystery, mankind's tome."
34,1,profound,"Infinite realms, beyond eyes' blessed reach,
Stars scribed stories, by silence lip-reach.
Space, thou art boundless, thy vast, past speech,
A dream yet dreamt, a mystery yet incomplete,
Each speck of light, eternity's discreet fleet."
35,1,superficial,"Ode to the Infinite Cosmos!

Above, in ether realm conceived,
Staged vastness mocks our flimsy dreams.
Stars gaze indifferently, disbelieved,
As galaxies in silence stream.
Yet, behold, we still perceive
Our trifling roles in this grand scheme."
36,1,expressive,"In seamless dark, timeless and all-embracing,
Stars, galaxies whisper, fade: a cosmic ballet.
Each dot of light, a world effacing,
Unfathomed, the silence sings, yet holds its say;
What vastness whispers, Man is left to assay."
37,1,restrained,"In the sable sphere, no echo rings,
Stars, mere motes, appear;
In silence, the celestial sings,
Oceans twine amongst spheres.
Mankind, a whisper, dares to pry,
Infinite depth in a sliver of sky."
38,1,happy,"In gentle awe, we gaze upon the stars,
Not lost, but found in cosmos wide and vast.
Galaxies, like whispers from afar,
Speak of futures, echo of the past.
In this profound vastitude we bask,
Our souls ignited by celestial blast."
39,1,sad,"Ode to the Cosmos, penned in sorrow's trace,
In vast expanse where stars mourn their death,
Veil of darkness cloaks our human race;
Whispers yonder, silenced by cosmic breath,
Auden's heart echoes in hollow, endless space."
40,2,formal,"Winter hearts entwined,
Subtle dance in moon's soft glow;
Love's labyrinth mazed.

A fire kindled deep,
Icy solace meets warm cheeks;
Passion's paradox.

Eternal is love's pull,
In its grasp yet we are free;
Endless enigma."
41,2,informal,"Deep in hearts, love's path we tread,
Twirling dance of joy and dread,
Oh, to know which way we're led,
Tall trees' whispers overhead.

A lone, moonlit bench by the lake,
Aching touch, love's promise make.
Mirth hides fear, yet hearts do quake,
Love’s intricate pattern partakes.

Words unsaid, vibrant eyes speak,
Within strong hearts, soft and weak,
In silence, truth we seek,
Complexities of love's mystique.

Through heavy clouds, the sun still breaks,
Love endures, though the heart aches.
Love is chaos that we make,
Through which our true selves awake."
42,2,traditional,"Upon life's snowy path we tread,
Two hearts entwined, yet often led
By winter's call, to separate ways.
Yet, yearning for sun's softer days.

In love's intricate dance, so bold,
Lies tales of warmth, and of cold.
Bitter-sweet, this romantic quest,
Yet in all things, still the best.

Hearts like wild birds in flight,
In darkness seek out love's light.
Guide us, dear North Star, true,
Through complex shades of love's hue.

Caging not, the freedom of affection,
Honoring its whimsical direction.
Thus, a tribute to love's riddle,
A symphony played, note by note, little by little."
43,2,modern,"Time's hand much too swift,
Hearts entwining, then adrift.
Modern love's complex gift.

Digital words fly,
Love sparked in the screen's soft glow.
In silence, feelings grow.

Stars fall, space us holds,
Yet love's code, no algorithm molds.
Defying predictions, its intricacy unfolds."
44,2,serious,"Two hearts as one in love's strange dance,
Pathways crossed in cryptic trance.
Lost in woods, akin to Frost, 
Deeper still at such a cost. 

Love’s query found in silent glance,
Is it fate or just chance?
Complex, profound, love's expanse."
45,2,funny,"Walking path of love,
Oh, how complex it can be,
Like a moose in skis.

Stumbles, trips, and falls,
Moose blunders yet persists,
Love, the sweetest gaffe.

Cupid laughs above,
Aiming for two clumsy hearts,
Even moose find love."
46,2,romantic,"Amid the woods, two hearts align,
Mirroring stars, in secret shine.
Paths once diverged now intertwine,
A dance complex, yet divine.
In love's design, we search, we find,
Through every quiet, whispered sign,
Your heart, my dear, forever mine."
47,2,cynical,"In love's wild frost, hearts gain and lose,
Paths diverged in a cruel ruse.
Choices made, souls thrilled and sore,
Closed are some, others a door.

Fool's bitter joy, sweet lies in jest,
Who can say which way is best?  
Love's labyrinth, a tireless quest,  
In the end, we only guess."
48,2,rhythmic,"In love’s deep frost, hearts stir, alight,
A dance against the winter’s bite.
Though frigid winds may shake and rove,
They can't cool the blaze of love.

Beneath pale moon’s sweet, silver hue,
Words whispered soft, a love renewed.
Our hearts touch, and yet we miss,
The complexity in love’s sweet kiss.

In shared silence, secrets keep,
Love’s fruit is sown in furrows deep.
Complicated as a woven glove,
Such are the patterns of our love.
"
49,2,free,"In winter's chill grasp, love's ember throbs,
Through tangled paths where uncertainty sobs.
Beneath the crust of frozen delight, 
Is love's gnarling flame, burning bright.

In shadows gray and Time's cruel guise,
Love persists, it never dies. 
Fade may form, in cold despair,
Yet love endures, beyond compare.

Two souls wander, brushed by frost,
In love's labyrinth, they're never lost.
For even when the night is deep,
In shared dreams, love they reap."
50,2,intense,"In Winter's hold, love braves, so fierce,
Two hearts tangled in complex verse.
Ice cracks beneath weighty discourse.

Autumn vows whispered, slowly rehearse,
Through snow, in passion immersed.
Love's path, though twisted, we traverse.

Spring's thaw seeds, love's universe,
In Summer's eye, complexities disperse."
51,2,relaxed,"Paths twist in love's wood - 
Whispers draped in morning's shroud.
Each heart knows its road.

Moonlight tangled in wishes,
Dawning sun reassures, seals.
Love's riddle bares and heals. 

Winds carry not an echo,
But love's tender, silent vow,
Carved on the soul now."
52,2,emotional,"Lovers' path divides in woods of doubt,
Choosing one, the other fades out.
Under frost-kissed skies, love's deceit,
In silence, two hearts skip a beat.
Blossoms of remorse in eyes,
In love's cruel maze, the soul complies."
53,2,rational,"Love's path in the woods, fraught,
Choices like branches diverge.
Each step etches thought.

Heart's compass reads true love,
Guides through thickets of chance,
Nestled like a dove.

Time ages hearts in dance,
Love's complexities enhance,
In silence, life's romance."
54,2,profound,"Beneath the moon's light,
In silence, hearts do traverse,
Love’s labyrinth, bright.

A path strewn with joy,
Yet shadowed with deep remorse,
A fickle, sweet ploy.

Lost, then found in time,
In love's complex pantomime,
Endless, yet confined."
55,2,superficial,"In woods deep - hearts collide,
By love's law, they must abide.
Its tangling dance – no guide.

A path diverges, two,
Near river singing, soul's hue.
Profound love, yet askew.

Tender hearts might deride,
Love's enigmatic tide.
Yet dwell, with arms open wide."
56,2,expressive,"In love's soft mirth, hearts converge, decode,
A dance as complex as the night road.
A beacon lit in trust we must,
Through snow’s embrace and autumn's rust.

Yet love, both tender and severe,
Mirrors Frost's woods, lovely, dark and drear."
57,2,restrained,"In secret whispers under starlit dome,
Two hearts intertwine, yet love's path unknown.
Frost's breath paints the lonesome note,
Where love is the dream, and discord the tone.

Of conscious minds, two halves make whole,
Yet varied desires oft take toll.
In love's odd game, often rife with deceit,
Who dares the wager, risks their soul.

But in fleeting moments, delicate truth,
Rewards the lover, uncertain, uncouth.
In tender touches and tear-streaked smiles,
Love wears the beautiful disguise of youth.

Alas, my dear, the complexities we've crossed,
In this ancient dance of love, embossed.
Like Frost’s subtle markings on winter's glass,
Love's lines drawn softly, always etched in frost."
58,2,happy,"Kissing in the spring bloom,
A tender dance under the moon.
Love both subtle, profound,
In laughter and tears found.

Streams of joy never claim,
That love is but the same.
Each heart, it sings new tune,
Love's mystery in sweet commune. 

Bauble of shared delight,
In the prism of twilight.
Not just a simple gust,
Love's about understanding, trust.

Unseen layers unfold,
In each tale of love told.
Dream, ever bright, everlast,
In love’s complex, joyous cast.
"
59,2,sad,"Love's path we tread, masked,
Just like Frost's well-traveled road.
Ends in tears unsaid.

Under star's decree,
Each beating heart seeks its mate;
Finding only fee.

Silent snowflake's flight,
Holds love's vain complexity.
Gone in quiet night."
60,3,formal,"A glimmer breaks the deep embrace of night,
O, herald of morn's splendor in pure light.
From indigo to gold, the world ignites,
A glimmer breaks the deep embrace of night.
In silent rapture, day and night unite."
61,3,informal,"In morning's hush, the sun peeks o'er,
Its rosy light begins to pour.
Fear not for it brings morn anew,
In fields of dew, each day's debut.

Good sun, towards thee I yield my praise,
In morning's hush, the sun peeks o'er."
62,3,traditional,"O'er hillside whispers the morning's glow,  
Silhouetted stallions start to rove.  
The sun arrives with a tender crow.

A fiery dawn to replace night’s woe,
No more the moon’s pale treasure trove,
O'er hillside whispers the morning's glow.

Buds bloom from the earth below,
A morning ballet, nature’s stove,
The sun arrives with a tender crow.

In sunrise's kiss, the day's seeds sow,
In golden light, time does chove,
O'er hillside whispers the morning's glow.

Awake the dawn, hope's archer's bow,
In endless dance the stars do rove,
The sun arrives with a tender crow.

Each sunrise, a new show,
To marvel, ponder, love, approve.
O'er hillside whispers the morning's glow,
The sun arrives with a tender crow."
63,3,modern,"In whispers light, the dawn heads our plea,
Thru neon haze, sun's first decree.
Grey shadows flee, day's promise free.
From city's chains, our spirits flee,
In whispers light, the dawn heads our plea."
64,3,serious,"Sunrise, embrace the sleeping earth with song,
Awake this brimming world with light so strong.
In golden seed of dawn, we all belong,
Oh, mighty day, to thee our hopes prolong.
Hear us, sunrise, embrace with song, so strong."
65,3,funny,"With spectacles beside morn’s glowing pies,
Whitman, whence sunrise, in comic surprise,
A rosy-nosed jester dons the skies,
In pinks and yellows, a breakfast disguise,
A yawning world, stains lips and ties,
Whitman, whence sunrise, in comic surprise."
66,3,romantic,"Mornings speak of you, each dawn anew,
Courting shadows away, with golden hue.
My heart awakes with the sunrise view,
Feeling love's warmth, but it's all from you,
In you, the sunrise, my heart finds its view.
"
67,3,cynical,"Sunrise reveals, yet falsehood in its prime,
With gilded charlatan ray, the eternal mime.
Alas, dawn breaks in treacherous sublime. 

Gold vestures draped upon the world's grime,
Damned daybreak, hailed as divine.
Sunrise reveals, yet falsehood in its prime. 

Speak not of morning’s majestic chime,
It but shadows night's genuine time.
Alas, dawn breaks in treacherous sublime. 

Dull light, an uncouth pantomime,
Mocking dark's elegant rhyme,
Sunrise reveals, yet falsehood in its prime.

Must we applaud this painted slime?
Folly it is, to call it prime.
Alas, dawn breaks in treacherous sublime. 

Such is the sunrise's unforgiving crime,
In this world, a jester's dime.
Sunrise reveals, yet falsehood in its prime,
Alas, dawn breaks in treacherous sublime."
68,3,rhythmic,"Hail the light, golden and supreme,
Morning's kiss erases night's dream.
Sunrise daubed upon the radiant weft.

Dazzling orbs, echo of the divine,
Timid shadows hastily resign.
Hail the light, golden and supreme.

Dusk conforms, to dawn's bright regime,
Night's effigy soon undermined.
Sunrise daubed upon the radiant weft.

Solar elegy to twilight's theme,
In the dawn, reality's intertwined.
Hail the light, golden and supreme.

Like a celestial artist's gleam, 
Upon the sky, a masterful defined. 
Sunrise daubed upon the radiant weft.

Morning's blush, in every seam,
Whispers tales of night declined.
Hail the light, golden and supreme,
Sunrise daubed upon the radiant weft."
69,3,free,"Oh, early morn’s palette of hues bright,
Laud the daybreak, its radiant light.
As the sun births itself anew each dawn.

See bestows nature with a lustrous might,
Oh, early morn's palette of hues bright.

Serenade of birds, their chorus ignite,
Cast shadows flee, from the sun's oblique height.
As the sun births itself anew each dawn.

Each sunrise, a poem of hope and delight,
Oh, early morn's palette of hues bright. 
As the sun births itself anew each dawn."
70,3,intense,"Sunrise! The beams, the morn breaks bold and fine,
In quiet whispers, the coming day is aligned. 
A fiery orbs rebirth, in crimson design,
Illuminating landscapes, in glory unconfined.
Sing! For the imminence of dawn is signed,
As the morning star takes its decline.
Bright, every morning, I step into your shrine,
Drunk on liquid gold, in holiness, I dine.
Resplendent icon, in morning, you do shine."
71,3,relaxed,"Gently, bright sun does rise, day unfurls,
In golden threads through sky's cosmic whirls.
Awake now, the new dawn softly swirls.

To enlighten shadows and sleep’s dark curls,
Gently, bright sun does rise, day unfurls."
72,3,emotional,"O, Dawn! in triumph breaking, thee I sing,
Unfurling hues of hope like scarlet wing.
From veiled night, new day forth do you bring.

Night's tears surrender to the mirth you fling,
As darkness yields to light every morning.
O, Dawn! In triumph breaking, thee I sing. 

In silence, Sun ascends as sovereign king,
Gone is the gloom, your golden light does cling.
From veiled night, new day forth do you bring.

No despair or sorrow can your light sting,
Heart uplifted, to your promise I cling.
O, Dawn! in triumph breaking, thee I sing,
From veiled night, new day forth do you bring."
73,3,rational,"O Sun, with your golden spear, you rise,
a tapestry woven over morning's loft,
Whitman's song echoed in your glorious guise.

Nature in her splendor, wearing not disguise,
transfixed by glory, rendered soft.
O Sun, with your golden spear, you rise.

Your vibrant hues, northward flies,
spread across heavens wide and oft,
Whitman's song echoed in your glorious guise.

The world awakens, shakes off night's ties,
in vibrant tales of light embossed.
O Sun, with your golden spear, you rise.

You coax the lark to sing, who complies,
in melodies floating, soft and lost.
Whitman's song echoed in your glorious guise.

In your returning, the spirit lies,
a constant dictum, never crossed.
O Sun, with your golden spear, you rise,
Whitman's song echoed in your glorious guise."
74,3,profound,"Sunrise whispers on the crest of dawn divine, 
Its golden canvas beggars no confine,
Time’s ceaseless waves, in morning light, align,
In life’s grand theatre, the day’s design.

Silent orb of fire, in gilt skyline,
Sunrise whispers on the crest of dawn divine. 

Its radiant tendrils through creation twine,
Death’s cold pallor in warm hues does refine,
Sunrise whispers on the crest of dawn divine.

A hymn of hope, the sun's daily sign,
In life’s grand theatre, the day’s design. 

Waking Earth from slumber, making pine
For light's embrace on landscapes, serpentine,
Sunrise whispers on the crest of dawn divine.

Carving day from night, a line so fine,
In life’s grand theatre, the day’s design. 

Sunrise whispers on the crest of dawn divine,
In life’s grand theatre, the day’s design."
75,3,superficial,"Golden light, before the day is quite awake,
Touching all with gentle, mirthful glee, 
Tickling the sleeping world to partake,
In morning's soft, sublime decree. 
Oh, sunshine's daily evanescent make,
Speak to all with thy radiant plea."
76,3,expressive,"Radiant orb, aloft ascending, golden sunrise in delight,
Through the veils of dawn, I see your gentle light.
Mirrored oceans kiss your fiery, spectral flight. 

Shadows flee your warm caress, triumph of the night,
Radiant orb, aloft ascending, golden sunrise in delight. 

Softly, curtains of the cosmos open unto light,
Morning muse, in splendid hues, an artist’s pure delight.
Radiant orb, aloft ascending, golden sunrise in flight. 

Glistening dewdrops whisper tales of your boundless might,
Kissing Earth with tender birth, dismissing endless night.
Radiant orb, aloft ascending, golden sunrise in delight. 

Transcending mountain peaks, their lofty height,
You rise, alight in Heaven's sight.
Radiant orb, aloft ascending, golden sunrise in delight,
Through the veils of dawn, I see your gentle light."
77,3,restrained,"Sunrise breaks in whispers, light unfolding,
Across gilded waves, day softly takes flight.
In silent hymn, the dawn is beholding,
Sunrise breaks in whispers, light unfolding.
Nature's grasp on night gently withholding,
Welcomes the touch of first morning light.
Sunrise breaks in whispers, light unfolding,
Across gilded waves, day softly takes flight."
78,3,happy,"Sunrise brings joy anew and the night to clear,
Gently it awakens world that slept in defer,
With merry dances of light, brushing away our fear.

Sweet caress 'gainst every hill and every spear,
In golden hues of dawn, all shadows it sears,
Sunrise brings joy anew and the night to clear.

In promised morn, no grievance or tear,
Ethereal muse, in golden palette sincere,
With merry dances of light, brushing away our fear.

A rhapsody of light, soothing to hear,
A loving embrace, making our hearts cheer,
Sunrise brings joy anew and the night to clear.

Exult, O spirit! The sun is near,
Hearken to the melody, soothing and clear,
With merry dances of light, brushing away our fear.

A promise of hope, in the sky's clear mirror,
Waving away night’s gloom, the morning's seer,
Sunrise brings joy anew and the night to clear,
With merry dances of light, brushing away our fear."
79,3,sad,"Faded stars bow to dawn's arising might,
In daybreak's bond, the night's surrender caught.
Yet all hearts mourn the loss of velvet night.

In hues of gold, morn drowns the tranquil sight,
With bright challenge, the sun's victory sought.
Faded stars bow to dawn's arising might.

Yet all hearts mourn the loss of velvet night."
80,4,formal,"In city's heart, yet majesty shines bright,
Lights paint the night in hues so vibrant, vast,
Life pulses swift, in harmonious flight,
Echoed laughter, in memories vast.
Emerging dawn casts shadows of the night,
Life's vibrant canvas - the city's grand contrast."
81,4,informal,"Lights flash, nights loud with jive,
City veins running alive.
Sky-scrapers of jazz flight,
In the city's frenzied might,
In dreams far and wide,
Where vibrant souls reside."
82,4,traditional,"City pulse, rhythm like a bluesy drone,
Honking horns, beneath high steel and stone.
Life reflected in glimmering neon light,
In crowded streets, day becomes night.
Concrete poems in vibrant tones,
In this jungle, humanity sown."
83,4,modern,"City’s gleam, glass towers kiss twilight, life sprouts.
Cabs wink yellow, pavement beats rhythm.
Trains pulse, whispers of dreams.
Smokey jazz, echoes tales.
Rising sun spills light.
City breathes, begins, ends, vibrant.
"
84,4,serious,"City's chorus sings a jazz-blues note,
Steel towers loom in vibrant silence,
People's dreams hustle through concrete, dove-like.
In the tumult, forgotten words echo,
Life unfurls in alley-shadows bold,
Framing stories on sidewalks drenched in golden hope."
85,4,funny,"In city lights, jazz jives with zest,
Neon signs giggling with best.
Honking horns laugh wide and broad,
Tall towers chuckle at the squad.
Bustling folks, a merry jest,
In pure sarcasm, life is dressed."
86,4,romantic,"In the vibrant city's throbbing heart,
Lover's whispers echo past dark,
Orchestra of joyous city park,
Through streets that shout, their tales taught.
Kisses shared in secret spots,
Langston’s spirit rapt in thought.
"
87,4,cynical,"In welter of lights, sins dance at night,
City of vice, of still-breathed plight.
Skyscrapers speak in somber tones,
Silent sighs, hushed echoing moans.
Lost souls in cold, steel forged to bite.
Thus goes the tale of urban blight."
88,4,rhythmic,"Neon shine, vibrant scene,
City life, loud and keen,
Taxis honk in lively strife,
Dreams thrive in city-life.
Dusk unravels, night convenes,
In this jazz of urban sheen."
89,4,free,"In the vibrant city's bloom, life unfurls,
Full-jazz echoes in every spirit,
Freedom dances, sparking lights so bright,
Veins pulse rhythm in night’s smooth jazz,
Underneath glimmers, sly moon sly.
Forever-held is this cosmic song."
90,4,intense,"Neon nights pulse through life's vein, city's dance, lively disdain.
Steel towers touch the rain, in vivid, vibrant bane.
Taxicabs sing, waltzing, wane; in the city's heart’s refrain. 
Echoes of blues, jazz sustain, life's anthology - city's vibrant strain."
91,4,relaxed,"In city's vibrant lap, souls glow,
Life hums beneath skyscraper's shadow.
Neon lights, whispers low,
Dreamers toil, for tomorrow.
Stories unfold, in each row,
A lullaby in city's rainbow."
92,4,emotional,"In the city's heart, cries rise, love tucks,
In shadows they gleam, dreams in tracks.
Towers mingle with moonlight gleam,
Each window holds a different dream.
Trains echo sorrow, joy unpacks,
Vivid tales these streets breathe back.
"
93,4,rational,"Sirens cry in vibrant night, 
Life unfolds in city's light.
Sorrow treads and joy meets sight,
Restless dreams take full flight.
Alive, anew, in Hughes-inspired plight,
Aglow, this maze in star-kissed light."
94,4,profound,"Neon nights shine, sing siren-song,
Pulse vibrates, like veins of jazz along.
Life beneath city lights' throng,
In endless dance, they throng.
Dreamers' hopes teeter, strong,
In this cityscape, we belong."
