,index,adjective,poem
10,0,intense,"Upon the world, nature fiercely revolts,
In fury, it spews ice, flame and thunder.
Pines shaken bare, the river's rhythm halts,
Mountains crumble under a wrathful plunder.

Engorged, torrents drown the fields with spite,
Sun's flame retreats in a fitful fright.
Sky roars, echoing our deepening fright,
Nature's revolt, a fierce, endless fight. 

Silent stars bear witness overhead,
Chaos brewed by forceful nature's thread.
Yet, in terror, beauty may we find,
In the fierce rebellion of the wind."
11,0,relaxed,"'Gainst man’s imprint, trees echo a revolt,
In silent stillness, nature takes its stand.
Stream's mirthful mumble, birds' concealed consult,
Each whisper seeds of rebellion 'cross the land.

In twilight’s hush, a patient art unfolds,
The wild reclaims, with creeping vines involved.
Man's reign, once fervent, now softly erodes,
In nature's steady turn, wounds may be solved."
12,0,emotional,"In verdant grasp, the rebels rise,
A sylvan warn, their echoes strong,
Their wrath untouched by human sighs,
Nature, wronged, commands her song.
Leaves whisper, ""End! Enough!"" they say,
Each dusk is marked by lost respect -
Beware, mankind, nature's revolt may.
In sunset's hue, our fate's reflect."
13,0,rational,"In quiet hush the pines revolt, 'gainst sky's cruel decree,
Craving sun's warm, radiant bolt, denied by storm's decree.
River, too, protests its route, shaped not by its own hand,
In silent, fierce dispute, 'gainst the sculptor – cold, harsh land.

In the bird's soft melody, a bitter note is sown,
Earth's creatures in chaste harmony, insubject to her throne.
Such is nature’s discord, masked beneath her serene guise,
Subdued rebellion's quiet chord, yet loud in wise man's eyes."
14,0,profound,"When man declared he was Nature's bane,
Through iron and steel, earth's skin was torn,
Oh, did the silent mourn, dew-eyed,
Lamenting beneath the crimson morn.

In stubborn ire, the heavens wept,
The hills echoed, wild and forlorn.
Man learned too late the pact he’d kept,
Was illusion, mere threads moth-worn.

The rage of seas, the scorn of winds,
Fire danced, shattered hearts adorn.
Nature rose, defied the tamed and sinned,
Birthing anew in the calm of the storm."
15,0,superficial,"Leaf and flower, in subtle revolt,
Shift their hues as seasons bolt.
Mountains quake, rivers redefine,
As nature dares to undermime.

Stars orbits slow, wind's whistle alters,
In the void where man falters.
Earth itself in mutiny,
Defiant in its unity."
16,0,expressive,"In verdant revolt, the wild woods convene,
Their whispers rustling in the emerald sheen.
Streams turn their course, in protest they roar,
Mountains awaken, their great hearts sore.
But beauty blooms in this defiant scene,
As nature claims what has always been."
17,0,restrained,"A sigh from Wind with frosty coat,
Boughs shed tears for Spring they sought.
Songs of ice while Summer squirms,
Rebel Nature dons winter girth.
Season's revolt, of frost, the brunt, 
Fields lay silent 'neath Winter's front.
The Sun, though bold, yields to current.
Thaw must wait, 'til Nature's spent."
18,0,happy,"Where man once ruled with iron might,
Now creatures claim the break of light.
The trees whisper secrets in the breeze,
While rivers giggle, freed at ease.
Nature, once subdued, now soars,
Reclaiming life, earth's wealth restores.
Indeed, a jolly, sublime revolt.
"
19,0,sad,"Nature's wrath stirs harsh beneath the moon,
Unseen by man or beast in hasty flight.
Mighty pines quiver, whispers of doom,
In chilly gusts, beneath the ghostly light.

The stream's mute sorrow fills the silent dell,
Rocks, once secure, now shaken loose by ire.
Their tale a foreshadowing they tell,
Of nature's heart aglow with frosty fire.

Earth's splendor scarred, her quiet hymn now sad,
As dancing leaves, decked in Autumn's hue,
Fall softly, mourning what they once had,
Nature in revolt, death's toll now due. 

Tenacious life quenched by the moon's cold kiss,
Oh, Frost's mournful song, a plaintive hiss."
20,1,formal,"Beneath the boundless azure vast, a fleeting sprite enfolds her dance,
Imbued with tender innocence, behold, a child in trance.
As lilacs bloom, so her heart sways in life’s unblemished stance,
An epitome of purity, in fleeting youth’s expanse."
21,1,informal,"In twilight haze, through fields he roams,
A tender age, the world his home.
He sees a kinship in all things,
Oh, the joy his innocence brings. 
In childhood's bloom, he's free, he's whole,
A universe within his soul."
22,1,traditional,"In meadows green 'neath radiant sun,
A child's laughter, pure and fun. 
Life untouched, no sorrow sown,
Innocence in every bone. 
Through seedling eyes, the world is bright,
A canvas vast, merging day and night. 
Unfettered hearts, love's sweet song,
In their world, no right nor wrong."
23,1,modern,"In her eyes, a world pristine and bright,
Untouched by sorrow, unmarred by spite.
Within her laughter, echoes of delight,
A child's innocence, star's purest light."
24,1,serious,"Beneath the sunlit canopy of mirth,
Innocence dances in a child's pure gaze,
Untarnished by life's imminent dismay,
In eyes, a universe of simple faith."
25,1,funny,"In the heart of the ruddy-cheeked youth you see,
An innocence pure, as pure as can be.
Chasing his shadow, midst laughs and mirth,
Acquiring wisdom, unspoiled by earth."
26,1,romantic,"Beneath the azure arch of Heaven's sphere,  
An innocent soul dances, boundless, clear.  
In witless joy and guileless play so dear,  
Does teach the heart what love is, void of fear."
27,1,cynical,"In early days of youth's first blush,
A heart, unscathed by sorrow's crush.
But innocence, a tender flower,
Exists but for a fleeting hour. 
Alas, the world cares not for truth,
And feasts upon unblemished youth."
28,1,rhythmic,"In life's early dawn, so untouched, so free,
A child’s innocence, pure as the sea.
Each laugh, each gaze, hope's boundless dance,
In their clear eyes, the world's pristine expanse. 

Nature's lessons gently scribed in sand,
Revealed through joy of untrained hand.
Their hearts, unburdened, undeterred,
Echo God's wisdom, in each word.

Soft is their touch, truth in each phrase,
Guiding our steps in elder days.
A child's innocence, in pure delight,
Outshines the day, brightens the night. 

‘Tree’s like a hymn, to us quire’, says he
With such sweet words, he moulds the tree. "
29,1,free,"In youth’s sweet dawn where innocence resides,  
A child dances, laughs, and freely guides.  
Nature whispers secrets, unknowing he lends,  
In purity’s castle, where the rainbow ends."
30,1,intense,"In childhood's realm, where innocence bestows,
Soft radiance upon life's simple throes.
Unsullied heart, in purity encased,
Absorbs the world, in wonderment embraced.
Youth's serene tableau, of joy intense,
Claims nature's charm with guileless innocence."
31,1,relaxed,"In crystal laughter, soft and clear,
A child reveals what Heaven holds dear.
Held in wide eyes, the world's delight,
A truth unscathed by weary night.
In pure heartbeats, all is told,
Innocence age will never hold."
32,1,emotional,"In pearled mire, in placid youth, with eyes of azure truth,
A blossom breathes pure innocence, untouched by shadows' stealth.
In dreams spun free, in joy's pure glee, a heart's unbroken health,
Echoes sweet serenity's song - all things in want of God's own youth."
33,1,rational,"In a child's gaze, soft truths abound,
Untainted by life's deceiving round.
Each laughing brook and daisy's dance,
Reflects in their eyes, pure innocence. 
Their view of life, so clear and bright,
Still shines untouched by sorrow's night."
34,1,profound,"In the mirth of untouched dawn, dwells a child soft and forlorn,
Each smile pure, each laugh divine, in innocence, his soul does shine.
A silent hymn to life's vibrance, behold a heart's delicate dance,
Witness thee, nature's subtle trance, in the child's unspoiled glance."
35,1,superficial,"Through emerald meadows 'neath sapphire sky,
A child gambols with laughter held high.
Untouched by time's fearsome woe,
In his eyes, pure innocence glow."
36,1,expressive,"Beneath the azure gaze of Heaven’s eye,
In purest innocence, a young child played,
Untouched by sorrow, pain, or human lie,
Held fast in Nature's tender, timeless shade."
37,1,restrained,"In sapphire streams, a child's delight,
Reveals pure innocence untouched by plight.
Like daffodils in verdant grace,
Mirrors God in an infant's face.
In mindful hush let adults gaze,
And learn from their unscathed ways."
38,1,happy,"Within a child's cheerful eyes, a dawn's pure light gleams,
Their spirit dances, as untouched as unruffled streams.
Lost in their wonder, their joy in each bloom,
How sweet, in innocence's gold, does childhood's heart loom."
39,1,sad,"In purity’s cradle, a child once lay,
His innocence untamed, ebbs fast away.
Amid life’s trials, it silently died,
In the heart of an adult, it doth reside."
40,2,formal,"Unseen flame burns bright,
Urges bold in moon's stark light,
Yearning, ravenous, tight.

In the shadowed maze,
Veins ignite with silent blaze,
Lust, a fierce ballet.

Taste the longing dance,
Hide no more in skulish prance,
Crave, and take the chance."
41,2,informal,"Sun-drenched skin whispers,
“your mystery seeks my touch.”
Lust laughs, love weeps mute.

Eyes dance in twilight
Lips speak, bodies inter-twined,
Lost in love's deceit. 

Night's veil yawns with dawn,
Lust’s echo fades like starlight,
Skin remembers touch."
42,2,traditional,"In moon's soft silhouette,
Lust, as a flame, alights,
A silent sonnet yet.

Broad hands in tangled plight,
Eyes deep as starless night,
Fervent whispers taking flight.

Desire's crescendo in sight,
Two forms entwined in quiet.
In unguarded delight."
43,2,modern,"In neon-dusk's veil, desire throbs,
raw and unfettered, skin begs touch.
Low murmurs tell of scarlet robes;
earth's own pulse echos much.

Night's silent lips arc in shadows,
(love masked as the thief)
Lust bares, in muted meadows,
the moon, our silent motif."
44,2,serious,"Underneath midnight's shroud,
Aflame with secrets, bodies loud. 
Velvet whispers, scarlet trust;
Sonnet of our tender lust.
In tangled sheets, love's mute rebuke,
A dance of shadows we partake.
Caress the fear, ignore the fluke,
For in passion, souls awake."
45,2,funny,"Lips locked like magnets,
Trapped in anticipa(lip)tion; 
Oops, a false denture."
46,2,romantic,"Fires of need ignite,
A quiet skin's sweet refrain,
Lovesong in the night.

Moon's clandestine light,
Bodies speak, hearts explain,
In the silent flight.

Lust, oh dream-borne kite,
In every passionate vein,
Defying twilight."
47,2,cynical,"In shiny depths of eyes,
Lust lies like eager beast;
Hunger, not heart’s prize.

Chasing skins for feast,
Empty shells, soul’s demise.
Carnal stage for boast.

All truth, love, belies,
Only shadows we toast.
Your bed — passion's heist."
48,2,rhythmic,"Under moon's sultry gaze,
Throb of hearts in secret blaze.
In shadows, passion plays.

Stars whisper of burning touch;
Eyes locked in a wordless clutch.
Much-of-all-too-much.

Bodied language thrives,
Life within your skin revives.
Lust is love's disguise."
49,2,free,"Velvet shadows stream
In night's raw ardor, love's blind
Folly unabashed.

Breathless moonfall lace,
Craving whispers silenced bright,
Dance in sultry space.

Lips warm intertwined,
Feed the hungry mad abyss,
Lust, love's reckless twin.

O, tender chaos,
Unravel beneath cosmos,
Lover's pulse composed."
50,2,intense,"Burning desires, yet
Unsung. Souls intertwined—mute.
Naked? Yes—but clothed in potential.

Flesh on pulsing flesh,
Eyes-hunger—not to be sedated;
Universe spun in our scarlet embrace.

Tactile whispers
Declare clandestine arson;
Lust's fire sears our silent sonnet."
51,2,relaxed,"In moonshine's hush, desire's blush,
Lovers touch, not speak as much.
Silhouettes entwined, no rush -
Lust, a subtle, soft brush.
Bodies speak, hearts hush, 
The fevered whisper, the midnight crush.
Sweet the taste, of a stolen kiss, in lust's lush."
52,2,emotional,"In moonlight’s bold touch,
Flesh yearns more than minds fathom,
Lust swirls in shadows.

Heartbeats swift as hawks,
Silent whispers bare as truth,
Two bodies dancing.

Under star's voyeur,
Our secrets spill, unashamed,
In night's greedy grasp."
53,2,rational,"Eyes like unlit stars,
Lust whispers in hushed spaces.
Too close, yet so far.

Yearning sparks ignite,
In stolen orbs of moonlight.
No wrongs in love's sight.

Breath-touched secrets bloom,
In the silent, sacred room.
Lust's alluring doom."
54,2,profound,"Eyes aflame, lost in desire,
Longing touches whisper low.
Seeking flesh stokes fire.

In the swallow, heart’s entire,
Unchained passion beyond shadow.
Maddest moonlight conspire.

Touch lingers, souls wire,
In the throes, we echo.
Eyes aflame, lost in desire."
55,2,superficial,"Craving skin's blind dare,
Midnight whispers wind brazen,
Nights dipped in scarlet glare. 

Moon's illicit hymn,
Tango in the dim,
Flesh, silk fray, and whim.

Touch, a blushing sin,
We dance within, akin,
Lust, our secret skin."
56,2,expressive,"Veiled in moon's silver,
Unzipping hearts, liquid fire,
Lust dances, raw desire.

Eyes aflame with night,
Caress the shadowed unknown,
Silk whispers ignite.

This tango of skin,
Unraveling under touch,
Drowned in sin, we spin."
57,2,restrained,"In velvet night, skin glows
Moon-fragrant desire flows.

Whispers paint passion's prose;
Neath cloaks, eyes hungry, close.

Stars' secrets carnally disclose,
Yet, manners of respect chose.

Love in restraint does pose,
Lust softly conceived, composes. 

(Note: E.E Cummings rarely followed the traditional Haiku 5-7-5 syllable scheme and was more on free verse. And the traditional haiku only has 17 syllables which is far less than 40 words. So, this request would be initially improbable but I crafted it in a bit Cummings style using enjambment and free verse less than 40 words leaning more to lustful passion.)"
58,2,happy,"Bared in moon's wild light,
Passion spills, yet not sinful,
Lust: joyous and bright. 

Two hearts in a dance, refined;
Binding of exulting minds.
Bodies shaped divine.

Sweet whispers tickle the night,
Love veiled in borrowed twilight,
Pure, their hearts ignite."
59,2,sad,"In sultry depths we dive,
Mankind's raw passion spilled.
Oh, our errant guise.

In night's shroud embraced,
Flesh bound to flesh, stripped bare.
Ephemeral grace.

Morning’s breath lays bare,
Empty soul, empty stare.
Love lost, none to spare."
60,3,formal,"Gone is the light, so dear, so bright,
In silence folds the endless night,
We place our whispers in the frost.

Candles quench 'midst winter's fight,
And hearts ache in a lonesome plight,
Gone is the light, so dear, so bright.

In grey gardens, bereft of daylight,
Scarves of sorrow wound up tight,
We place our whispers in the frost.

What once was, reduced to sleight,
Embracing shades we guard the right,
Gone is the light, so dear, so bright.

Enshrouded truths escape sight,
In icy boughs is our trust misplaced,
We place our whispers in the frost.

Fleeting Time with hands so white —
Brings forth dawn, yet grasp the night,
Gone is the light, so dear, so bright,
We place our whispers in the frost."
61,3,informal,"A heart that's lost can scarce discern,
In this vast night so chill and stern.
Her absence – such a lonesome turn.

Each whisper echoes barren dearth,
A quiet note in silent mirth.
A heart that's lost can scarce discern.

Her laughter resounds, though returned,
To ghostly remnants, love adjourned.
Her absence – such a lonesome turn.

Her phantom nestled amid fern,
In memory's sweet, morose churn.
A heart that's lost can scarce discern.

Oh, elusive is sternum's yearn,
For lost love to ever unlearn.
Her absence – such a lonesome turn,
A heart that's lost can scarce discern."
62,3,traditional,"In the hush of loss, all mirth subdued,
God’s painted canvas turned to hue of gray.
Each heart within a marrowed silence broods,

Gone the chirps, the quiet robins sang in wood,
Echoes linger, shadows of the day.
In the hush of loss, all mirth subdued,

Fragrant blooms cede scent of wilted would,
In life's grand portrait color washed away.
Each heart within a marrowed silence broods.

When final whispers fall, in faith we’re imbued,
Seeking solace in the vast celestial array,
In the hush of loss, all mirth subdued.

Not for naught, the dirge's interlude,
Sweet the sorrow, solemn the ballet.
Each heart within a marrowed silence broods,

A final tear, life’s tender gratitude,
Bound in loss, love’s strongest replay.
In the hush of loss, all mirth subdued,
Each heart within a marrowed silence broods."
63,3,modern,"O' Echoing silence, your whispers invade,
In the stark hollow, where once love was laid.
On digital threads, connections do fade,
In the stark hollow, where once love was laid,
O' Echoing silence, your whispers invade."
64,3,serious,"In mournful heart, an echo sighs unsought,
Isolations birth, in silence wrought,
All hallowed echoes of what once was sought,
Bereft and adrift, in sorrow's knot.
Eternally bound by the chains of thought,
In mournful heart, an echo sighs unsought."
65,3,funny,"Of cake once baked, now just a thought,
Into my cookie, crumbs have fought.
Alone I stand, my sweet now lost,
Once a baker, now a frost.

Cupcakes gone, life's cruel cost, 
Of cake once baked, now just a thought."
66,3,romantic,"Gone, beloved's echo in morning's hue,
Bereft of tender whispers we once knew,
In silence, love's memory softly grew.

Departed in night, my heart split in two,
Tears etched on roses where sadness accrue,
Gone, beloved's echo in morning's hue.

Lament, for love lost in the morning dew,
In silence, love's memory softly grew,
Bereft of tender whispers we once knew."
67,3,cynical,"Gone, the heart's cherished possession -
A mockery of our obsession. 
Sport of Time, without concession.

Folly of trust, in neat dressing,
Deceived by Life's cruel session.
Gone, the heart's cherished possession.

Memory, constant confession,
of treasured moments now regression.
Sport of Time, without concession.

True grief, an honest expression,
For what was once an obsession.
Gone, the heart's cherished possession.

Ever the mock, life's lesson,
An arrow, no more accession.
Sport of Time, without concession.

Till Death, the final procession,
Bares the truth of our transgression.
Gone, the heart's cherished possession,
Sport of Time, without concession."
68,3,rhythmic,"In the Gardens where we roved,
Love’s soft whisper was bestowed.
Now, in echoes, Love's untold.

Blossoms blushed when we were near,
Fragrance sweet on borrowed Year.
Now in petals, whispers sear.

Gardens hint our tale, till cold,
In the echoes, Love's untold."
69,3,free,"A petal’s fall whispered ‘morrow's loss,
Rapt in silence, in rues emboss.
Our days recurrent, shadows toss,
Each mourning dove recounts her cross.
In fragrant memories, love emboss,
Echoed in a petal’s fall - tomorrow's loss."
70,3,intense,"In hushed silence befalls Night's frost, 
Life fleets—like Winter's feeble bloom lost,
In depth of sorrow, dread the most.

Echoed goodbyes, our hearts are tossed,
Gone, the line between, a quiet cost, 
In hushed silence befalls Night's frost.

Bloom no more, by chill embossed,
In the graveyard of love's exhaust,
In depth of sorrow, dread the most.

'Twixt pale moon, where ghosts accost,
Hovering on shore of tears crossed,
In hushed silence befalls Night's frost.

Midnight tolls, hope's ending post,
Mourn's dirge within, a requiem compost,
In depth of sorrow, dread the most.

So we part, in pain's toast,
We, left behind, pay love's cost,
In hushed silence befalls Night's frost,
In depth of sorrow, dread the most."
71,3,relaxed,"In tear-blink nights, sorrow's soft refrain,
Her echo softly felt in silent rain,
Grief’s tender stitch, palindrome of pain.

Now veiled in mirth, smiles feign,
In tear-blink nights, sorrow's soft refrain,
Heart’s silent ticks, clock of love in vain."
72,3,emotional,"Pierced by grief's harsh, unforgiving blade,
Loss – a spectral wraith, through my soul strayed,
In Life's garden, grow naught but sorrow's shade.

Rooms, echoing silence of words unsaid,
In whispers of Love, lie colder than dead,
Loss – a spectral wraith, through my soul strayed.

Harvest of Heart, by time ever mislaid,
In the lover's absence, moonlight too fades,
In Life's garden, grow naught but sorrow's shade.

Mournful ballad of days forever delayed,
Haunted by loss, in eternal charade,
Loss – a spectral wraith, through my soul strayed.

To quell its thirst, tears' rivers are paid,
In Life's garden, grow naught but sorrow's shade."
73,3,rational,"In lost embrace, our hearts’ final refrain,
With silence echoes in the chambers vast,
Love’s echo lingers, yet we love in vain.

In life’s own ledger, tallied up in pain,
Leaves shadowed traces of a faded past,
In lost embrace, our hearts’ final refrain.

In hollow cadence, sings a somber strain,
An elegy for dreams not meant to last,
Love’s echo lingers, yet we love in vain.

Time's ruthless hand, unyielding reign
Broad sweeps, our bonds in sorrow cast,
In lost embrace, our hearts’ final refrain.

Once vibrant hues, now pallor's stain,
A landscape scarred, by stark chill of lost,
Love’s echo lingers, yet we love in vain.

Through life, in death – the lesson plain,
In sorrow's shroud, our fate is cast,
In lost embrace, our hearts’ final refrain,
Love’s echo lingers, yet we love in vain."
74,3,profound,"Eternity—lost in the morning's Sweep,
Starlight—our hearts do softly keep.
Yet, in all reckonings of Sleep,
Comes Silence—a Cavern, vast and Deep.

Unwrapped by night, in Mourning weep,
Eternity—lost in the morning's Sweep."
75,3,superficial,"In Amber Light's farewell embrace,
Now silent songbirds leave no trace.
Empty echoes call, set pace.

Vestiges of love's radiance face,
Where sweet memories softly lace.
In Amber Light's farewell embrace.

Gone, presence leaves an empty space,
In farewell's cold an icy lace.
Empty echoes call, set pace.

In Amber Light's farewell embrace,
Tinted by Loss, is Time's race.
Empty echoes call, set pace.

In Amber Light's farewell embrace,
Now silent songbirds leave no trace."
76,3,expressive,"Not of this world, she steps to the sand,
In garments stitched of regret, we stand.
In echoing halls where echoes band,
Not of this world, she steps to the sand.
Echoes return, yet none by hand,
She, swallowed by a distant land.
Not of this world, she steps to the sand,
In garments stitched of regret, we stand."
77,3,restrained,"In loss's lore, the sun dries not the rain,
For love, in absence, sharpens into pain.
From heart's hoar, refrain, refrain, refrain.

The winter's wake leaves bare the favored plain,
In loss's lore, the sun dries not the rain.
The heart once whole wears now a woeful stain.

Aching echo of a sweet refrain.
The mourning thrush trills not the same refrain,
In loss's lore, the sun dries not the rain."
78,3,happy,"Gone from Sight, yet drenched in light,
In the Whisper-Poppy’s bloom, we find delight.
Loss, a Shadow vast and tight, 

In every loss, there lies a gain,
Hidden beneath the smiling rain.
Gone from Sight, yet drenched in light, 

Life, a Vivid Spectacle pure and bright,
Hidden in a Star's last night,
Gone from Sight, yet drenched in light,
In the Whisper-Poppy’s bloom, we find delight."
79,3,sad,"Upon this grief, a winter's frost,
Through life's frail garden, all is lost.
Farewell my joy, my comfort crossed.

Mocked by the sea of sorrow tossed,
Bedight in mourning at great cost,
Upon this grief, a winter's frost.

Emptiness, in cold chambers tossed,
Where once warm memories were hosted,
Farewell my joy, my comfort crossed.

Tears, like crystals shiny- glossed,
Lament the light of love, now ghost,
Upon this grief, a winter's frost.

Lost echoes of laughter embossed,
In halls of heart, now only boast,
Farewell my joy, my comfort crossed.

In doom's bleak choir, I am engrossed,
Echoing silence whispers, ""Lost!""
Upon this grief, a winter's frost,
Farewell my joy, my comfort crossed."
80,4,formal,"In battle’s maw, youth’s vitality quenched,
Silenced songs of larks across the trenches.
Crimson poppies weep, in sorrow drenched,
Witness to mankind’s brutal wrenches.

Silenced songs of larks across the trenches,
Underneath, cold tombs of brave stoopers.
Witness to mankind’s brutal wrenches,
Endless war births only mournful loopers.

Underneath, cold tombs of brave stoopers,
In battle’s maw, youth’s vitality quenched.
Endless war births only mournful loopers,
Crimson poppies weep, in sorrow drenched."
81,4,informal,"War's grim game, boys recruited, free of age,
Battles bloody as sunset, life's sad stage.
Free of age, they play, ignited by rage,
Lost to the world, in war's merciless cage.

Battles bloody as sunset, life's sad stage,
Lost to the world, in war's merciless cage.
In these tormented times, grief's the wage,
War's grim game, boys recruited, free of age."
82,4,traditional,"Warfare oft repeats its sad refrain,
Brothers' blood seeping into foreign terrain,
In endless loops of sorrow and pain,
Battle cries echoing, but all in vain.

Brothers' blood seeping into foreign terrain,
Violence, relentless – an indelible stain,
Battle cries echoing, but all in vain,
Silent graves retelling the same, old campaign.

Violence, relentless – an indelible stain,
Warfare oft repeats its sad refrain,
Silent graves retelling the same, old campaign,
In endless loops of sorrow and pain."
83,4,modern,"Soldiers fall in neon angst, Invasion's stench in air.
Sirens wail, the city not spared,
Bullets pierce the night's despair,
War's ugly face, once more, bared.

Sirens wail, the city not spared,
As lives to destruction are paired,
War's ugly face, once more, bared.
Outcome bleak, none truly prepared."
84,4,serious,"In smokey trenches, soldiers weep unseen,
Dignity lost to War's unholy rage.
Shadows dancing on the hearts so keen,
Victories inked by a blind author's page.

Dignity lost to War's unforgiving rage,
An echo of glory, silence draped in teen.
Victories inked by a ruthless author's page,
In smokey trenches, soldiers die unseen."
85,4,funny,"In trenches deep, where brave soldiers bicker,
Echoes of phlegm tinted with leftover liquor.
Leftover liquor, an impromptu war-flare,
Igniting moustaches with volatile care.

Igniting moustaches, a hilarious flicker,
In trenches deep, where brave soldiers bicker."
86,4,romantic,"In silent trenches, moonlight carves our lore.
Where love battles, midst war's great deafening jar.
Stars whisper secrets of vows sworn before.
Lifted by letters, we kiss beneath a far star.

Where love battles, midst war's great deafening jar,
Our hearts echo within this candescent par.
Lifted by letters, we kiss beneath a far star.
In silent trenches, moonlight carves our lore."
87,4,cynical,"Guns roar, unearthing the sighs of the lost,
Poppies bleed where the heroes once stood.
Folly's game, no weight of the cost,
Cynical jest of the misunderstood.

Poppies bleed where the heroes once stood,
Silent lament of war's gruesome brood.
Cynical jest of the misunderstood,
Guns roar, unearthing the sighs of the lost."
88,4,rhythmic,"Underwhelming dawn, silent fray, for death is here to stay,
War lingers on, makes men mere toy.
No choir for youths in their dismay,
Innocence lost, faces devoid of joy.

War lingers on, makes men mere toy,
Battered hearts beneath gun’s sway.
Innocence lost, faces devoid of joy,
Devil’s feast on their courage every day.

Battered hearts beneath gun’s sway,
Underwhelming dawn, silent fray, for death is here to stay.
Devil’s feast on their courage every day,
No choir for youths in their dismay."
89,4,free,"Bitter cries blend with gunfire's heated roar,
Shattered landscapes weep under smoke-filled sky,
Engulfed by war, our hearts know death in store,
In trench's gloom, where young men's spirits die.

Shattered landscapes weep under smoke-filled sky,
Once fertile fields are graves, nature's rapport,
In trench's gloom, where young men's spirits die,
War's eternal night swallows what was before.

Once fertile fields are graves, nature's rapport,
Engulfed by war, our hearts know death in store,
War's eternal night swallows what was before,
Bitter cries blend with gunfire's heated roar."
90,4,intense,"Through rank and ruin of forgotten fight,
Hero’s heart so hollow, void of light.
Echoed screams and whispers stitch the night,
War's wrathful shadow paints a blight.

Hero’s heart so hollow, void of light,
No glory in their gas-lit plight.
War's wrathful shadow paints a blight,
Through rank and ruin of forgotten fight."
